,dG,avg H
0,-4.016744672780277,1.64611677471032
1,-3.7921376755350735,1.504699512654689
2,-3.776763295369747,1.4992888094512111
3,-3.776763295369776,1.4992888094512111
4,-3.776763295369776,1.4992888094512111
5,-3.3243856094193376,1.2031759523856584
6,-3.3243856094193798,1.2031759523856584
7,-3.0132795488133155,0.9988989222730726
8,-3.9655667113477193,1.629998592118246
9,-4.688742524019915,2.051260334247825
10,-4.688742524019915,2.051260334247825
11,-4.577472386278856,1.9964282120761008
12,-4.577472386278856,1.9964282120761008
13,-4.577472386278856,1.9964282120761008
14,-4.577472386278856,1.9964282120761008
15,-3.7557907333863056,1.4855864811273016
16,-3.8545797141025697,1.5521570503413193
17,-4.287520154873917,1.8452099399464137
18,-4.109231174157685,1.7327568810106695
19,-4.042865113551585,1.6939749671328068
20,-4.042865113551585,1.6939749671328068
21,-4.042865113551585,1.6939749671328068
22,-4.042865113551585,1.6939749671328068
23,-4.042865113551585,1.6939749671328068
24,-3.3633576204386486,1.2079943201732477
25,-3.4735147003284514,1.284764325416834
26,-3.74285706947444,1.4795094826968478
27,-4.054665609419345,1.6892327040974076
28,-3.5546069317333746,1.3246394986044465
29,-3.554606931733389,1.3246394986044465
30,-3.2965614771879364,1.142941712133383
31,-3.2965614771879643,1.142941712133383
32,-3.2965614771879643,1.142941712133383
33,-3.2965614771879643,1.142941712133383
34,-3.2965614771879643,1.142941712133383
35,-3.2965614771879643,1.142941712133383
36,-3.2965614771879643,1.142941712133383
37,-3.2965614771879643,1.142941712133383
38,-3.2965614771879643,1.142941712133383
39,-2.988457400052951,0.9520407284536289
40,-3.3959139840750225,1.2274063416346828
41,-3.3959139840750225,1.2274063416346828
42,-3.3959139840750225,1.2274063416346828
43,-3.4408915598325933,1.2531056403642646
44,-2.8605481438546287,0.874994382162136
45,-2.999878006113562,0.963735881679016
46,-3.639208584625962,1.4068164534308283
47,-3.639208584625976,1.4068164534308283
48,-3.639208584625976,1.4068164534308283
49,-3.639208584625976,1.4068164534308283
50,-3.639208584625976,1.4068164534308283
51,-3.769883791237561,1.5052612012421966
52,-3.7505392182347776,1.4949980476650688
53,-3.4371777306314755,1.2978933634388479
54,-3.4371777306314897,1.2978933634388479
55,-3.4371777306314897,1.2978933634388479
56,-3.4371777306314897,1.2978933634388479
57,-3.4371777306314897,1.2978933634388479
58,-3.1410039014303948,1.127276785836298
59,-3.9014863256728343,1.5849277141370468
60,-3.1917437361411487,1.1625885299176388
61,-3.1917437361411487,1.1625885299176388
62,-3.1917437361411487,1.1625885299176388
63,-3.1917437361411487,1.1625885299176388
64,-3.4067529923394915,1.2828277821020575
65,-3.4067529923394915,1.2828277821020575
66,-3.8819912292540977,1.6051518169905814
67,-3.5368582264992767,1.4013805796077725
68,-3.5424000446811164,1.3924528460578032
69,-3.0948226893091686,1.1148320113296695
70,-3.707919052945556,1.4850125878163123
71,-3.0960068215406413,1.1134011096887855
72,-2.7057394386205544,0.8490207643434571
73,-3.3094507333863845,1.2377184388695106
74,-3.3094507333863703,1.2377184388695106
75,-3.3094507333863703,1.2377184388695106
76,-4.425035912449702,1.879450619035393
77,-4.425035912449702,1.879450619035393
78,-4.425035912449702,1.879450619035393
79,-4.323997620438675,1.8326360036149574
80,-4.0556766837995895,1.7040611467506497
81,-4.0556766837995895,1.7040611467506497
82,-4.466481642477291,1.916946039515665
83,-5.148798832559919,2.2053248070246965
84,-2.904080760934562,0.9680092818816319
85,-2.8681083091439064,0.9391095990693112
86,-2.8681083091439348,0.9391095990693112
87,-2.8681083091439348,0.9391095990693112
88,-2.4159980061136395,0.6709630618108017
89,-2.4159980061136253,0.6709630618108017
90,-2.4159980061136253,0.6709630618108017
91,-2.4159980061136253,0.6709630618108017
92,-3.4006651135516397,1.3245683953906087
93,-3.400665113551625,1.3245683953906087
94,-3.400665113551625,1.3245683953906087
95,-3.400665113551625,1.3245683953906087
96,-5.329326215480009,2.272124678417189
97,-5.329326215479995,2.272124678417189
98,-4.933578336692122,2.1236176434827083
99,-4.933578336692109,2.1236176434827083
100,-4.933578336692109,2.1236176434827083
101,-4.229543350466258,1.8193687820796418
102,-4.177305609419419,1.797872542250111
103,-4.177305609419393,1.797872542250111
104,-2.9326952512927,0.9815245786847772
105,-2.932695251292685,0.9815245786847772
106,-2.956891670025456,0.9989256543725182
107,-3.7067413669951454,1.488998533613507
108,-3.6176980061135993,1.4261215639756628
109,-3.6562537636893495,1.451421898377805
110,-3.6562537636893064,1.451421898377805
111,-3.6562537636893064,1.451421898377805
112,-3.6562537636893064,1.451421898377805
113,-2.9451772347636904,1.0143883979571109
114,-2.9451772347636904,1.0143883979571109
115,-2.9451772347636904,1.0143883979571109
116,-3.2798504579041894,1.2301953503900196
117,-3.2798504579041747,1.2301953503900196
118,-3.2798504579041747,1.2301953503900196
119,-3.2798504579041747,1.2301953503900196
120,-2.6625625791162832,0.8564186673967041
121,-2.662562579116312,0.8564186673967041
122,-2.7359166287031087,0.9036614209312613
