,dG,avg H
0,-2.9812012060901623,0.9405700663498343
1,-3.1886232446576344,1.0810222937259855
2,-2.6745974044372933,0.7677545703998703
3,-2.6745974044372933,0.7677545703998703
4,-2.6745974044372933,0.7677545703998703
5,-2.6745974044372933,0.7677545703998703
6,-2.6745974044372933,0.7677545703998703
7,-3.67111200498826,1.3857442414952557
8,-3.6711120049882884,1.3857442414952557
9,-3.6711120049882884,1.3857442414952557
10,-3.277514870002051,1.1582428384205836
11,-3.2775148700020225,1.1582428384205836
12,-3.2775148700020225,1.1582428384205836
13,-4.202058010497865,1.6878442611690503
14,-5.219048313528248,2.127177136388628
15,-3.6667057790929216,1.3926646949921155
16,-3.6667057790929216,1.3926646949921155
17,-3.250419112426244,1.1425045913118035
18,-2.698217790112181,0.8055519762470624
19,-2.698217790112181,0.8055519762470624
20,-2.8191051179358624,0.884500145541199
21,-2.8191051179358912,0.884500145541199
22,-2.8191051179358912,0.884500145541199
23,-2.8191051179358912,0.884500145541199
24,-2.8191051179358912,0.884500145541199
25,-2.8191051179358912,0.884500145541199
26,-2.8191051179358912,0.884500145541199
27,-2.8571015366686647,0.9090652615219712
28,-2.8571015366686647,0.9090652615219712
29,-2.8571015366686647,0.9090652615219712
30,-2.8571015366686647,0.9090652615219712
31,-2.8571015366686647,0.9090652615219712
32,-2.8571015366686647,0.9090652615219712
33,-2.8571015366686647,0.9090652615219712
34,-3.0542056689000385,1.0224534784192727
35,-3.0542056689000674,1.0224534784192727
36,-3.0542056689000674,1.0224534784192727
37,-3.4087262749606846,1.2322296058589406
38,-3.4775656689000414,1.2725375210539778
39,-3.47756566890007,1.2725375210539778
40,-3.47756566890007,1.2725375210539778
41,-3.47756566890007,1.2725375210539778
42,-3.47756566890007,1.2725375210539778
43,-3.4615620876328985,1.2448611460812766
44,-3.461562087632842,1.2448611460812766
45,-3.461562087632842,1.2448611460812766
46,-3.461562087632842,1.2448611460812766
47,-2.8764093603601277,0.8840598781560878
48,-2.8764093603601,0.8840598781560878
49,-2.8764093603601,0.8840598781560878
50,-2.7313736578807384,0.8022071669137584
51,-2.7313736578807664,0.8022071669137584
52,-3.535715145484147,1.2923675333448208
53,-3.5357151454840903,1.2923675333448208
54,-3.5357151454840903,1.2923675333448208
55,-3.5357151454840903,1.2923675333448208
56,-3.5357151454840903,1.2923675333448208
57,-3.7007129416273017,1.4038103566493696
58,-3.639665117935806,1.3732102182163601
59,-3.639665117935806,1.3732102182163601
60,-3.7158042363931534,1.4227995162758889
61,-3.7158042363930406,1.4227995162758889
62,-3.7158042363930406,1.4227995162758889
63,-3.7158042363930406,1.4227995162758889
64,-3.843394208844842,1.5019525185039506
65,-3.843394208844842,1.5019525185039506
