M_AMI,M_SLR,AVG_pi,pi_initial,res_time
0.12463207747990183,-0.0031041665311888613,0.23697555062390877,0.11234347314400693,34
0.12061844051661486,3.715498517339036e-06,0.2241591859523841,0.10354074543576924,175
-0.49717271039326244,0.00016748431262065668,0.22675377099098876,0.7239264813842512,111
0.14479822148518623,0.00019398785548761628,0.2017738808436041,0.05697565935841785,234
-0.052865799510128264,0.009703877717225284,0.18854653066059843,0.2414123301707267,19
-0.051828112735335996,0.0006179653018347845,0.21316938965939558,0.2649975023947316,56
0.1450960925548904,-3.8191574897514164e-05,0.20958678657915708,0.06449069402426669,299
0.1569812398880712,0.004124086311527277,0.24698802764456146,0.09000678775649026,70
-0.46226099026111994,0.032597627930818815,0.2570182824725054,0.7192792727336254,11
0.03578800384493869,5.9100777576013384e-05,0.22967723484077476,0.19388923099583608,242
-0.16686161504977168,0.010174511139100433,0.17695212800939633,0.343813743059168,24
0.019553238164712772,0.0005791819012595745,0.1848091881517489,0.16525594998703613,93
0.046777421587918866,-0.00035648521556781905,0.1810005190624936,0.13422309747457473,81
-0.005191679933432863,-0.0007223595963190032,0.20269927451998085,0.2078909544534137,55
-0.07872775755216085,-0.0015640944606732455,0.21272634595624276,0.2914541035084036,89
0.07452253190116595,0.002105795098156088,0.1821631026024647,0.10764057070129876,30
-0.23192145107918344,-4.7389198948823e-05,0.23038117170076877,0.4623026227799522,162
0.03891863125791084,0.0012199805210900724,0.21932729532917158,0.18040866407126074,54
0.1300881200722796,0.0006347182283257103,0.22576195563046694,0.09567383555818733,56
0.05781745672844099,4.901224360721194e-05,0.20060786000274147,0.14279040327430048,234
0.15115617080247276,-0.00023582815199148496,0.20332095427424174,0.052164783471768984,212
0.08577695977767544,-0.0001462511652227386,0.1882058234815249,0.10242886370384946,296
-0.038374486624331794,-0.00021068943555907396,0.20355141437253846,0.24192590099687025,182
0.1389690028127036,0.0008511896379526768,0.19433909972479332,0.05537009691208972,26
-0.01395910466140321,0.0007034724979603464,0.1873911538378116,0.2013502584992148,74
0.0355330923591006,0.002440924292030256,0.25790381333793166,0.22237072097883107,57
-0.06311080019269949,-0.0008640435678506012,0.2329125312622446,0.2960233314549441,95
-0.5050917847587257,4.875111252513863e-05,0.19228787791204946,0.6973796626707752,291
-0.15643394584637987,-0.007379676203858383,0.24754674935397153,0.4039806952003514,18
-0.12610097766701528,-0.0005254308683370509,0.2010312954766244,0.3271322731436397,113
0.17965399925405837,0.000798226349826591,0.226565961972543,0.046911962718484634,106
0.19289569211051671,0.0002270451908798501,0.23387894819233782,0.04098325608182109,207
0.21315773302084562,0.03357586723883465,0.3165440439120748,0.10338631089122917,16
-0.04523773154013053,0.0006694804648268281,0.18676840198433636,0.2320061335244669,154
0.1558097929851373,-6.735004254452762e-05,0.217835535937835,0.0620257429526977,279
0.1879710066620472,-8.218632239430548e-05,0.22319671178710176,0.035225705125054574,134
0.08335567647450068,-1.532248895932418e-05,0.1915360528042484,0.10818037632974772,180
0.14267738915733297,-0.0006420300016282422,0.20567547651886606,0.06299808736153309,89
0.047756161421812854,0.0001180702238044171,0.20277779690496744,0.1550216354831546,168
0.0730927911442113,-0.0015635345258330627,0.1984366570038522,0.1253438658596409,39
0.005690333607059145,2.4296017853526216e-05,0.2107212469104385,0.20503091330337936,390
0.06906371826021476,0.0004027442535672694,0.19583722796018807,0.1267735096999733,76
0.1393228578437657,-0.0005152011715287304,0.19856158668665866,0.059238728842892975,175
0.14028290692224238,-6.888084986468465e-05,0.21548795315000638,0.075205046227764,123
0.07980542478124227,-0.00011283583486403821,0.20389148575287186,0.1240860609716296,183
-0.1735720664891656,0.013376162757829966,0.20883082740123562,0.3824028938904012,14
-0.0494301669928833,1.038978225513042e-05,0.2117675642843226,0.2611977312772059,156
0.1203300481428912,0.005379538080837483,0.19858357620562372,0.07825352806273253,10
-0.12953206412231516,0.0010890743228895191,0.20428896066667912,0.3338210247889943,85
-0.2181484739290109,-0.002256952529305837,0.2262911685810952,0.4444396425101061,22
-0.37814468028262505,0.00019612128535910055,0.2091565102011832,0.5873011904838082,235
-0.16854051293372443,0.0008361855201674015,0.21527800029316316,0.3838185132268876,101
-0.19750908371748366,0.00033663945587023697,0.22139859952840513,0.4189076832458888,263
0.10135013414144971,0.00020017342888664557,0.21320679086085748,0.11185665671940777,137
-0.04655859484403829,0.0002278406371596032,0.2027233846957642,0.2492819795398025,91
-0.01121568587067659,-0.0029586700107007953,0.19727728883888673,0.20849297470956332,25
-0.2201242660692965,0.00020411481999506282,0.2154995854860672,0.4356238515553637,126
0.1442533132838014,0.0004994877456532894,0.18746825413141213,0.043214940847610746,67
0.09654101499015866,-3.480026068900414e-05,0.19904431497971006,0.1025032999895514,52
0.10251992184309955,-1.9248468159153465e-05,0.22919553059220177,0.12667560874910222,318
-0.14571655485658602,0.02190453882699074,0.2743526914973577,0.4200692463539437,23
0.20045517450970238,-0.0015264522493916393,0.2486812230679081,0.048226048558205725,93
0.14085766885766526,0.00013292804216391736,0.2271413098629634,0.08628364100529815,441
0.08421308311920364,-0.0005765118915388746,0.21872026529645666,0.13450718217725302,83
0.16981007014509505,-2.0874897001139924e-05,0.1881400310721992,0.01832996092710416,101
-0.2636550649705657,-0.0017100424478939354,0.22448879102140737,0.4881438559919731,47
0.03947586421733981,0.00300074902632973,0.24431942213148566,0.20484355791414585,28
-0.17805503149022617,0.003980788106616911,0.22529009833203,0.4033451298222562,23
0.013681290102887933,3.516912577481865e-05,0.21325351095305678,0.19957222085016885,218
-0.11601494724405292,0.0004088137383991626,0.16979408758864273,0.28580903483269565,25
0.04171061191104669,0.001922474115810959,0.19682128798869974,0.15511067607765305,17
-0.0005913747508931866,-0.002143693368423743,0.1853617527915724,0.1859531275424656,46
0.07684272749116938,4.574680519483408e-05,0.22294062168419027,0.14609789419302088,173
0.0691496965593694,-0.0008673026273368536,0.24697949417761644,0.17782979761824705,150
0.11525707754627362,-0.011215293965925641,0.1979645869252965,0.08270750937902288,16
0.06228072060402884,-0.002421974742278448,0.2100005305921616,0.14771980998813275,56
0.19239226173358243,0.0001665235864193107,0.23370545508709104,0.041313193353508616,150
0.060649312404126465,-0.00022902576770749412,0.23310819505118172,0.17245888264705525,222
0.08938726280619945,0.0003324456307170752,0.2056931952438113,0.11630593243761185,95
0.00834859169732291,0.0007303222959855145,0.2016602259642155,0.1933116342668926,49
0.1478605818256557,0.0001698185994394206,0.19642888624779947,0.04856830442214377,135
0.15607018291042035,0.00014522768638786993,0.22169575154572851,0.06562556863530815,232
0.1120129334126092,-0.0005140528846919146,0.2056411825357437,0.0936282491231345,184
0.20203413349238367,0.005732838652013993,0.22822258239779156,0.026188448905407887,24
0.13545503684976049,0.00019878280921198236,0.20590386803841557,0.07044883118865508,220
-0.09145327147983504,0.0006057846096812502,0.21014708706592364,0.3016003585457587,77
0.01354861303516211,0.004811327170604489,0.25327871695996496,0.23973010392480285,29
-0.39516261734995684,-0.014428740864842629,0.20671938584263885,0.6018820031925957,14
-0.010386968425711768,-0.00021734271809766318,0.19444913196294555,0.20483610038865732,71
0.014783167795444752,0.00038983543971710506,0.20187442265860442,0.18709125486315967,183
0.07248297939294618,4.814355435303365e-05,0.22303843899474857,0.1505554596018024,361
0.036378266946782783,-0.0032420949080925244,0.20673361909343374,0.17035535214665096,37
0.1500418542017103,-0.00019006704903471076,0.18816853413095566,0.03812667992924537,156
-0.16444638804940587,7.432398129039272e-05,0.20312213665368906,0.3675685247030949,214
0.10978068018012935,0.0003144571721233964,0.2093528149224989,0.09957213474236956,126
0.14388656337540429,-0.000439990695043057,0.17070550069464266,0.02681893731923836,92
-0.07135121740563313,0.0012263109563758188,0.20954300821004793,0.28089422561568106,84
0.09914527387322597,-7.297883993167568e-05,0.19321654155776571,0.09407126768453974,297
-0.026272698170470454,7.707606216505448e-05,0.1864586990521965,0.21273139722266696,114
0.05192850333835955,0.0012168021358858739,0.22623621891415485,0.1743077155757953,72
0.06749428928148316,-0.00030632764184770715,0.18378380057507185,0.1162895112935887,94
-0.14355683728473193,-3.2212972910883608e-06,0.17953102031532162,0.32308785760005354,56
0.13830315101920354,-0.001350406613357395,0.1982153541664782,0.05991220314727465,39
0.13321902108100403,0.0032152933667439535,0.22717890804694385,0.09395988696593983,43
-0.09563374633110433,0.00031010602956694236,0.22647517068093048,0.3221089170120348,142
0.0336120483269679,4.309481919881928e-05,0.20913458928722134,0.17552254096025344,314
-0.037784837042224156,0.00011927172267595466,0.19982020701180186,0.23760504405402602,389
-0.24668293118483633,-0.00010735657299965458,0.24258641235595227,0.4892693435407886,175
0.11177296246256398,-0.0012986044425395205,0.2314369815148461,0.11966401905228212,50
0.07824674836551768,-0.0010628433834586725,0.21602586735987261,0.13777911899435494,84
-0.08333590307251695,-0.00034905089526180414,0.20864138010138147,0.2919772831738984,120
0.22086448078750373,0.0034919633510961433,0.24607834514684762,0.02521386435934389,39
0.01112374467288299,4.036106103934375e-05,0.20765895062036446,0.19653520594748147,89
-0.008423256218025837,-1.6077270982575912e-05,0.2022254626365107,0.21064871885453654,245
0.17418233684176954,0.00150914333451697,0.22379574131428712,0.04961340447251757,78
0.11972568892333524,-0.00033257686561562823,0.20186606480307417,0.08214037587973894,163
-0.12751455235205594,-8.096491006521505e-05,0.1860237060190839,0.31353825837113986,263
-0.1906226558242575,-0.0018083166506424099,0.21159638032928893,0.4022190361535464,55
0.0871552598549157,-0.00027151130859048866,0.2147550620304305,0.12759980217551478,35
0.029090263756797963,-2.754361341352907e-05,0.20733793946612422,0.17824767570932626,290
-0.6419410724963495,-0.0018505132852573935,0.21293537817023067,0.8548764506665801,27
-0.05267248244070191,0.00027236740795875914,0.23356823691381393,0.28624071935451584,109
-0.28536801893122576,0.005252009638154229,0.20438420184124237,0.4897522207724681,13
0.12415203336843166,0.00044396436958758784,0.21471523045078814,0.09056319708235648,129
-0.07534640261789191,-0.0005527981770166364,0.18636789920017496,0.2617143018180669,77
-0.0022248716060097595,0.0020084771817246608,0.2300885506510638,0.23231342225707355,46
0.18018417485406213,0.002053078530578594,0.20156021009621738,0.021376035242155245,38
0.10852321858580141,-0.00020676663805828437,0.22128529063772306,0.11276207205192165,301
0.11133755360625261,-3.764859356286375e-05,0.23082801638582076,0.11949046277956815,215
0.01915147156528149,-0.0010120242431566559,0.16579208387455482,0.14664061230927333,60
-0.13992327773937463,0.0001074914407287567,0.21058318625082773,0.35050646399020235,151
0.029285725867586904,-1.5267193230630293e-05,0.1914999292073266,0.1622142033397397,218
-0.037726505873980964,-0.00014176180389484909,0.19496412281454453,0.2326906286885255,129
0.008771095298934745,0.0007606211768943885,0.19947712700584355,0.1907060317069088,66
-0.05221699287027781,-0.014599367661450702,0.22451745842300047,0.2767344512932783,21
0.16325903188691718,-0.00024908855080024305,0.20647719340515344,0.04321816151823626,203
-0.16914338000132145,3.843941554356823e-05,0.23532414209037966,0.4044675220917011,220
-0.7751050002720887,0.001409739170857432,0.2195125409449591,0.9946175412170478,92
-0.005827519375593032,0.00037672002912829595,0.20767421582833517,0.2135017352039282,173
-0.04462779513034448,0.0016034207026505275,0.2773552466507697,0.3219830417811142,40
-0.30491262371020694,-1.4220481220610658e-05,0.16939826722897994,0.4743108909391869,54
-0.11727040266933755,-0.0005532045716888656,0.21413454144079105,0.3314049441101286,190
0.0190760208497312,-0.00036324108199071585,0.2477068260888232,0.228630805239092,51
-0.0786331516688093,-0.00037189345513131185,0.1965768154950685,0.2752099671638778,137
0.08469819331434073,0.0008231673117118006,0.2243058337832375,0.1396076404688968,122
0.11826309807444728,-0.00573896078037563,0.2261190746911676,0.10785597661672032,20
0.09013437181220343,0.000332819642226663,0.21001065317398795,0.11987628136178452,203
-0.10452968141325811,-0.00020757607374659613,0.21465190591555675,0.31918158732881485,108
0.18645296794895622,-6.510476815189729e-05,0.21307793954083767,0.026624971591881468,395
-0.02523241641114521,-0.00015552179946735282,0.19378962604326264,0.21902204245440784,240
-0.2536526820730855,0.0019039938100611964,0.21183898643417742,0.4654916685072629,20
0.074097552395363,-0.001377103452447331,0.20013346119093586,0.12603590879557286,50
0.006068741426414226,0.001198745580228346,0.22596728800163343,0.2198985465752192,81
-0.07499849893149832,-5.3433729415544487e-05,0.21416878729166064,0.28916728622315896,161
-0.15855999125510645,0.0005363988908522178,0.20246249751559525,0.3610224887707017,144
-0.09743093042836068,0.0002397491677561161,0.22350907127840988,0.32094000170677056,76
0.05445094284769028,0.0006127329487001455,0.19378386619828802,0.13933292335059774,82
0.10331606874262726,-0.0011728837927462011,0.18406835835553761,0.08075228961291035,32
-0.2794981005436836,-0.0008119443403147404,0.21156521518492136,0.491063315728605,93
0.02790936188456067,0.0002225457861053302,0.23027874994376893,0.20236938805920826,114
-0.09397150360203729,0.0009667233280741342,0.21460713891082403,0.3085786425128613,106
-0.1746492129104608,0.001064888182175587,0.18723443462584163,0.3618836475363024,44
0.15847984772010337,-0.0004102950356914712,0.2169862438306715,0.058506396110568126,111
-0.13253020280524516,-0.0005756841704388352,0.1903865018909154,0.3229167046961606,60
0.028998394522272986,0.0007976375991515037,0.2169037162719186,0.1879053217496456,153
0.13295139641570974,-0.0006822635883574811,0.21589413453435086,0.0829427381186411,13
0.16223944949044625,-0.00027690102408182217,0.20565383366965653,0.043414384179210286,196
0.09570477173415452,9.872882935633779e-05,0.20406360376557128,0.10835883203141676,151
-0.028541193452540775,-0.0001641112909870558,0.2269115802401591,0.25545277369269986,113
0.06304435433388786,-2.7183630794462973e-05,0.19475351868370144,0.13170916434981358,313
0.09107661159696356,-0.0002829602552276822,0.22415725785013552,0.13308064625317195,69
0.027469522220601617,-0.0003155794513940548,0.20355108770395752,0.1760815654833559,226
0.18400401016030737,0.0008038523573162561,0.2114340971200509,0.02743008695974354,48
-0.04278508330012437,0.00016641084906898588,0.2151531618014189,0.2579382451015433,241
-0.04685859793427799,1.2433435848266526e-05,0.20069478800083781,0.2475533859351158,263
0.2516586039920698,-0.01910715917654347,0.32214760293887834,0.07048899894680856,12
-0.011133345909074527,0.0015701238358348689,0.17441305170538707,0.1855463976144616,20
0.011630312561583506,8.797973430936501e-05,0.2173141919420197,0.2056838793804362,114
0.024591461043463853,0.0005162506649611558,0.19291280115991494,0.16832134011645108,86
0.039750335986195096,0.002965183045253754,0.17973563571056317,0.13998529972436807,15
0.09271578501102126,-0.0008223275003744493,0.20497815846757803,0.11226237345655676,105
0.12899079086144247,0.0008401865006663615,0.24449174189480316,0.1155009510333607,142
0.04899334326101465,0.0007700095580993006,0.20778404746917217,0.15879070420815752,71
-0.023325277559125196,0.00019837819446688991,0.20087690507252132,0.2242021826316465,286
0.20782169334431544,0.0022023364199414393,0.27089162266380706,0.06306992931949162,33
0.04986888824904087,-0.0015272168973813308,0.21746698109804521,0.16759809284900434,75
0.10096277586624233,-0.00045456834056210844,0.2330334627245048,0.13207068685826245,93
0.031669998214019474,-0.0007964841974763917,0.18490578327596138,0.1532357850619419,90
-0.09857874901463382,2.544459093756435e-05,0.21577773923107396,0.3143564882457078,345
-0.20673982877470135,3.959443951806184e-05,0.21917197143498637,0.4259118002096877,240
-0.24275993284449668,0.003780790221382059,0.17706672027474704,0.4198266531192437,29
0.16347705075022495,0.002137758106650792,0.22895435267471914,0.0654773019244942,50
-0.580465149579392,0.0003292212012874602,0.2220412685323116,0.8025064181117036,111
0.040580498608767085,7.175698921673868e-05,0.2057399742270957,0.1651594756183286,298
-0.006502030971588774,0.0003048158091488888,0.22184037932702153,0.2283424102986103,220
-0.06650980667464257,-0.0003421678933880082,0.20045366875962578,0.26696347543426835,137
0.07799184791148638,0.0009009504740828166,0.1677626279243498,0.08977078001286341,34
0.20593842337534152,-0.0010359385608206871,0.26776192068062915,0.06182349730528764,69
0.014263896913561669,-4.785157543887238e-05,0.20093273042758586,0.1866688335140242,189
0.11213412980347656,-0.0016540117375201824,0.21960195968349852,0.10746782988002196,78
0.18715961429302833,-0.0026291063190867427,0.2691781873406351,0.08201857304760676,15
0.13143802443357966,-7.1781865090314e-06,0.22807758379220028,0.09663955935862063,166
0.1153845293626759,-0.0006194448693438789,0.21250331800191352,0.09711878863923762,79
0.053763924081908554,-1.2777735614597571e-05,0.19315914701770476,0.1393952229357962,115
-0.34985619044382643,-0.00015974095259019746,0.23706499285020036,0.5869211832940268,179
0.16230961547264738,0.00021659125919770028,0.2186694629310181,0.05635984745837073,309
0.01747007501750128,2.6570372522624335e-05,0.22409126364754464,0.20662118863004336,177
0.20492913036905416,-0.001645498200982237,0.22410297610750546,0.019173845738451285,46
0.06576128385923674,0.00012474478560487473,0.2204138025769296,0.15465251871769287,107
0.004599673369451801,-6.401771440816332e-05,0.215243556213472,0.2106438828440202,141
-0.20034871134800228,4.5394261858955465e-05,0.21650298411126792,0.4168516954592702,159
-0.010038415238328519,-0.004171447817320253,0.23892431661880037,0.2489627318571289,39
-0.18033423854854735,0.0023488277156328272,0.21743709574506992,0.3977713342936173,17
0.05866034694301178,-3.5982842503935454e-05,0.2109799815588037,0.15231963461579193,359
-0.055642445852798206,-0.0009419727999437924,0.21449155932438968,0.2701340051771879,117
0.04222617728881228,0.0060111294898778705,0.1725732016640009,0.1303470243751886,24
0.07599766112130245,-0.0006258797372080774,0.1843054031592961,0.10830774203799366,108
0.11077935223181515,-0.00016851167570967564,0.19614032347818117,0.08536097124636602,263
0.07641664063267753,-0.00015987723673434567,0.20589506168509372,0.1294784210524162,158
-0.6925463016104069,7.297162518273307e-05,0.19951743308980144,0.8920637347002083,160
0.08788955185348696,0.00016311976519027026,0.21613253039172256,0.1282429785382356,295
0.11873279376717297,0.001073528170515412,0.19331795735489404,0.07458516358772108,29
-0.08168654765815425,-0.000837460223302885,0.21947188441727944,0.3011584320754337,74
-0.015304862790642693,0.0005390108510972888,0.20588156398824692,0.2211864267788896,130
0.1116067648366168,-5.3344675744766414e-05,0.20653909917875393,0.09493233434213713,341
0.23853288717619464,0.0008078802172106598,0.2589802463821264,0.02044735920593176,54
0.02618607389868141,-0.0002034726258695876,0.23701933784657975,0.21083326394789834,144
0.03446920677434337,-2.437563087376393e-05,0.19586222340731113,0.16139301663296776,394
0.16538035978757754,-0.0009912344037250821,0.24819837937083844,0.08281801958326092,63
-0.2331872114090469,-6.133380904583376e-05,0.20744297291752328,0.4406301843265702,81
-0.5410390111876722,0.0012080890708033587,0.20311361671836864,0.7441526279060408,50
0.21284749786876594,-0.0014874217710972796,0.24366716801020888,0.030819670141442938,50
0.1452995170814489,-0.010017211413292478,0.25471550801962733,0.10941599093817844,13
0.07517918446055194,-8.405801614371165e-06,0.2005000347866597,0.12532085032610776,190
0.15603772347552258,0.0004288759831925452,0.2578202124159131,0.10178248894039048,60
0.1081721596058931,-0.0005946546600865337,0.20692162852851287,0.09874946892261977,116
0.024665285891680877,4.4913025341900794e-05,0.23540384701324288,0.210738561121562,95
0.10454680108125006,-0.0018979486806368043,0.2271832407739632,0.12263643969271315,19
-0.25144592084973394,0.00012726092522310153,0.22641303614614847,0.4778589569958824,121
0.01397741828361354,-0.0001535745467194107,0.21645790688047759,0.20248048859686404,159
0.15816069081472872,-9.469014204351567e-05,0.2018733241587217,0.04371263334399299,243
-0.08673601852788748,-0.00012082511428632434,0.20482378506125043,0.2915598035891379,314
0.18082401783961424,0.002884822900471879,0.23977764783191746,0.05895362999230321,35
0.14608305923007392,-0.0001719850725667958,0.18669289735638472,0.04060983812631079,178
-0.0414166384819685,0.0033885803783789224,0.1964145880012504,0.2378312264832189,44
0.0005888832395522792,0.00047767820361546486,0.16533880076141932,0.16474991752186705,30
0.12998228025479486,0.000770977444802654,0.16769402578446083,0.03771174552966597,52
0.10049425214420273,4.113647913490276e-05,0.2093306442308233,0.10883639208662056,265
0.20851662879739452,6.698432600620198e-05,0.23472742483344292,0.0262107960360484,232
0.10772906543118829,-0.002323823256304261,0.21453413917961975,0.10680507374843146,71
-0.16666055334411461,-0.0009684399705849737,0.22739453525507752,0.39405508859919214,40
0.1667938878884906,0.00023747046951577472,0.2311266381494031,0.0643327502609125,308
0.05645717655348023,0.0005156089663384794,0.2372599974497502,0.18080282089626998,69
-0.07460580588856591,0.0013833510962301344,0.12652574097557295,0.20113154686413887,21
0.1375983906757155,-0.0015159729069395337,0.20721316156438546,0.06961477088866995,50
-0.14376259361505545,0.0001394975210347842,0.17238695181912156,0.316149545434177,193
-0.5007208387558971,-0.005248743075743919,0.16990215993549054,0.6706229986913876,18
-0.2091162710015586,0.0034334928977966853,0.19486649426475433,0.40398276526631294,54
0.15958031708531584,5.7418575941132986e-05,0.2107472625617446,0.05116694547642876,205
0.03603114962365073,-0.00012084325539191833,0.23120148087763623,0.1951703312539855,129
-0.038584356139608034,-1.646345551782836e-05,0.19936049662506866,0.2379448527646767,157
0.17555579548268507,-1.2490601800309556e-05,0.18973302417202756,0.0141772286893425,364
0.14700773388319632,-0.0008275913532188779,0.21643801480362246,0.06943028092042612,48
0.09002801128223904,0.00810639885239046,0.19037016270577878,0.10034215142353974,15
0.16186124498891208,0.00018402371310679032,0.21548914864830754,0.05362790365939545,184
0.06896477959409249,0.005116677881847736,0.18121064139321524,0.11224586179912276,26
-0.7558856060840202,6.40421617302667e-05,0.24410428032087092,0.9999898864048912,150
-0.02338150675662204,0.0015888579376863814,0.15136096551503264,0.17474247227165468,30
0.1691372364163796,-0.0056818598079853315,0.18305866683061506,0.013921430414235473,13
